timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
63.00;359.09;t_2;264479894#1_0;40.39;0.00;0.00;DEFAULT_VEHTYPE;595.19;657.92
63.00;59.81;t_3;:7658781209_0_0;2.42;0.00;22.06;DEFAULT_VEHTYPE;492.56;607.34
64.00;59.54;t_1;264479903#1-AddedOnRampEdge_1;61.44;0.00;22.84;DEFAULT_VEHTYPE;550.22;641.25
64.00;359.09;t_2;264479894#1_0;40.39;0.00;0.00;DEFAULT_VEHTYPE;595.19;657.92
64.00;59.54;t_3;264479903#1-AddedOnRampEdge_1;16.74;0.00;22.19;DEFAULT_VEHTYPE;511.68;618.58
65.00;59.54;t_1;264479903#1-AddedOnRampEdge_1;84.15;0.00;22.71;DEFAULT_VEHTYPE;569.80;652.76
65.00;359.09;t_2;264479894#1_0;40.39;0.00;0.00;DEFAULT_VEHTYPE;595.19;657.92
65.00;59.54;t_3;264479903#1-AddedOnRampEdge_1;38.10;0.00;21.36;DEFAULT_VEHTYPE;530.10;629.41
66.00;60.01;t_1;:264479903#1-AddedOnRampNode_0_0;6.67;0.00;18.25;DEFAULT_VEHTYPE;585.56;661.97
66.00;359.09;t_2;264479894#1_0;40.39;0.00;0.00;DEFAULT_VEHTYPE;595.19;657.92
66.00;59.54;t_3;264479903#1-AddedOnRampEdge_1;59.13;0.00;21.03;DEFAULT_VEHTYPE;548.23;640.07
67.00;16.71;t_1;:cluster_206146660_206146811_10_0;15.23;0.00;16.23;DEFAULT_VEHTYPE;592.09;676.49
67.00;359.09;t_2;264479894#1_0;40.39;0.00;0.00;DEFAULT_VEHTYPE;595.19;657.92
67.00;59.54;t_3;264479903#1-AddedOnRampEdge_1;75.66;0.00;16.53;DEFAULT_VEHTYPE;562.48;648.45
68.00;5.50;t_1;:cluster_206146660_206146811_20_0;6.71;0.00;15.04;DEFAULT_VEHTYPE;594.59;691.30
68.00;359.09;t_2;264479894#1_0;40.39;0.00;0.00;DEFAULT_VEHTYPE;595.19;657.92
68.00;59.54;t_3;264479903#1-AddedOnRampEdge_1;88.18;0.00;12.52;DEFAULT_VEHTYPE;573.27;654.80
69.00;359.70;t_1;211138992#0_0;10.76;0.00;14.20;DEFAULT_VEHTYPE;594.86;705.49
69.00;359.09;t_2;264479894#1_0;40.39;0.00;0.00;DEFAULT_VEHTYPE;595.19;657.92
69.00;59.59;t_3;:264479903#1-AddedOnRampNode_0_0;0.53;0.00;8.08;DEFAULT_VEHTYPE;580.24;658.89
70.00;359.70;t_1;211138992#0_0;21.51;0.00;10.75;DEFAULT_VEHTYPE;594.81;716.24
70.00;357.99;t_2;:cluster_206146660_206146811_6_0;0.89;0.00;1.89;DEFAULT_VEHTYPE;595.06;659.80
70.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;5.52;0.00;4.99;DEFAULT_VEHTYPE;584.56;661.39
71.00;359.70;t_1;211138992#0_0;28.52;0.00;7.02;DEFAULT_VEHTYPE;594.77;723.25
71.00;352.54;t_2;:cluster_206146660_206146811_6_0;5.31;0.00;4.41;DEFAULT_VEHTYPE;594.49;664.18
71.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.32;0.00;0.80;DEFAULT_VEHTYPE;585.25;661.79
72.00;359.70;t_1;211138992#0_0;31.98;0.00;3.46;DEFAULT_VEHTYPE;594.75;726.71
72.00;344.55;t_2;:cluster_206146660_206146811_18_0;5.57;0.00;6.04;DEFAULT_VEHTYPE;593.04;669.97
72.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.63;0.00;0.31;DEFAULT_VEHTYPE;585.52;661.94
73.00;359.70;t_1;211138992#0_0;33.21;0.00;1.22;DEFAULT_VEHTYPE;594.75;727.94
73.00;315.24;t_2;:cluster_206146660_206146811_18_0;13.40;0.00;7.83;DEFAULT_VEHTYPE;588.42;675.87
73.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.68;0.00;0.05;DEFAULT_VEHTYPE;585.57;661.97
74.00;359.70;t_1;211138992#0_0;33.22;0.00;0.02;DEFAULT_VEHTYPE;594.75;727.95
74.00;254.58;t_2;:cluster_206146660_206146811_18_0;22.04;0.00;8.64;DEFAULT_VEHTYPE;580.37;676.22
74.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.68;0.00;0.00;DEFAULT_VEHTYPE;585.57;661.97
75.00;359.70;t_1;211138992#0_0;33.23;0.00;0.00;DEFAULT_VEHTYPE;594.75;727.96
75.00;240.24;t_2;264479898#0_0;5.47;0.00;8.39;DEFAULT_VEHTYPE;572.80;672.73
75.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.68;0.00;0.00;DEFAULT_VEHTYPE;585.57;661.97
76.00;359.70;t_1;211138992#0_0;33.23;0.00;0.00;DEFAULT_VEHTYPE;594.75;727.96
76.00;240.24;t_2;264479898#0_0;16.22;0.00;10.76;DEFAULT_VEHTYPE;563.47;667.39
76.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.68;0.00;0.00;DEFAULT_VEHTYPE;585.57;661.97
77.00;359.70;t_1;211138992#0_0;33.23;0.00;0.00;DEFAULT_VEHTYPE;594.75;727.96
77.00;240.24;t_2;264479898#0_0;28.34;0.00;12.12;DEFAULT_VEHTYPE;552.95;661.37
77.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.68;0.00;0.00;DEFAULT_VEHTYPE;585.57;661.97
78.00;359.70;t_1;211138992#0_0;33.23;0.00;0.00;DEFAULT_VEHTYPE;594.75;727.96
78.00;240.24;t_2;264479898#0_0;42.08;0.00;13.74;DEFAULT_VEHTYPE;541.02;654.55
78.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.68;0.00;0.00;DEFAULT_VEHTYPE;585.57;661.97
79.00;359.70;t_1;211138992#0_0;33.23;0.00;0.00;DEFAULT_VEHTYPE;594.75;727.96
79.00;240.24;t_2;264479898#0_0;57.55;0.00;15.47;DEFAULT_VEHTYPE;527.60;646.87
79.00;60.01;t_3;:264479903#1-AddedOnRampNode_0_0;6.68;0.00;0.00;DEFAULT_VEHTYPE;585.57;661.97
80.00;359.65;t_1;:256985162_2_0;1.17;0.00;2.17;DEFAULT_VEHTYPE;594.73;730.13
80.00;240.24;t_2;264479898#0_0;74.75;0.00;17.20;DEFAULT_VEHTYPE;512.67;638.33
80.00;60.74;t_3;:cluster_206146660_206146811_8_0;0.41;0.00;1.41;DEFAULT_VEHTYPE;586.82;662.62
81.00;359.48;t_1;:256985162_2_0;5.82;0.00;4.65;DEFAULT_VEHTYPE;594.69;734.78
81.00;240.24;t_2;264479898#0_0;94.22;0.00;19.47;DEFAULT_VEHTYPE;495.76;628.67
81.00;72.24;t_3;:cluster_206146660_206146811_8_0;3.58;0.00;3.17;DEFAULT_VEHTYPE;589.83;663.24
82.00;359.48;t_1;:256985162_2_0;12.20;0.00;6.38;DEFAULT_VEHTYPE;594.63;741.16
82.00;239.60;t_2;264479898#0_0;114.52;0.00;20.30;DEFAULT_VEHTYPE;478.18;618.52
82.00;160.18;t_3;-264479894#2_0;0.21;0.00;5.55;DEFAULT_VEHTYPE;591.98;658.66
83.00;359.25;t_1;44402497#0_0;5.48;0.00;8.56;DEFAULT_VEHTYPE;594.53;749.73
83.00;239.60;t_2;264479898#0_0;135.09;0.00;20.57;DEFAULT_VEHTYPE;460.45;608.11
83.00;179.09;t_3;-264479894#2_0;7.43;0.00;7.23;DEFAULT_VEHTYPE;592.09;651.44
84.00;359.24;t_1;44402497#0_0;15.54;0.00;10.06;DEFAULT_VEHTYPE;594.39;759.79
84.00;239.42;t_2;:cluster_2614544862_2614544863_2926412925_0_0;4.46;0.00;20.70;DEFAULT_VEHTYPE;442.60;597.62
84.00;179.09;t_3;-264479894#2_0;16.72;0.00;9.28;DEFAULT_VEHTYPE;592.24;642.16
85.00;359.24;t_1;44402497#0_0;26.94;0.00;11.40;DEFAULT_VEHTYPE;594.24;771.19
85.00;240.31;t_2;264479906#1_0;4.95;0.00;20.74;DEFAULT_VEHTYPE;424.63;587.27
85.00;179.09;t_3;-264479894#2_0;27.79;0.00;11.07;DEFAULT_VEHTYPE;592.41;631.09
86.00;359.24;t_1;44402497#0_0;40.83;0.00;13.89;DEFAULT_VEHTYPE;594.06;785.07
86.00;240.31;t_2;264479906#1_0;24.71;0.00;19.76;DEFAULT_VEHTYPE;407.46;577.48
86.00;179.09;t_3;-264479894#2_0;40.33;0.00;12.54;DEFAULT_VEHTYPE;592.61;618.55
87.00;359.23;t_1;:256986664_0_0;0.89;0.00;14.41;DEFAULT_VEHTYPE;593.87;799.48
87.00;242.97;t_2;264479906#1_0;45.01;0.00;20.30;DEFAULT_VEHTYPE;389.72;567.63
87.00;179.10;t_3;-264479894#0_0;2.75;0.00;13.21;DEFAULT_VEHTYPE;592.82;605.33
88.00;359.23;t_1;268593258_0;3.75;0.00;14.10;DEFAULT_VEHTYPE;593.67;813.58
88.00;269.46;t_2;264479906#1_0;65.37;0.00;20.36;DEFAULT_VEHTYPE;370.03;563.72
88.00;179.12;t_3;-264479894#0_0;15.57;0.00;12.83;DEFAULT_VEHTYPE;593.02;592.51
89.00;359.24;t_1;268593258_0;18.36;0.00;14.61;DEFAULT_VEHTYPE;593.48;828.18
89.00;269.46;t_2;264479906#1_0;85.66;0.00;20.29;DEFAULT_VEHTYPE;349.74;563.53
89.00;179.12;t_3;-264479894#0_0;29.24;0.00;13.67;DEFAULT_VEHTYPE;593.23;578.85
90.00;359.24;t_1;268593258_0;32.76;0.00;14.41;DEFAULT_VEHTYPE;593.29;842.59
90.00;269.46;t_2;264479906#1_0;105.27;0.00;19.61;DEFAULT_VEHTYPE;330.13;563.35
90.00;179.33;t_3;:2701578578_4_0;9.39;0.00;13.91;DEFAULT_VEHTYPE;593.41;564.94
91.00;359.24;t_1;268593258_0;47.20;0.00;14.44;DEFAULT_VEHTYPE;593.09;857.02
91.00;269.46;t_2;264479906#1_0;125.70;0.00;20.43;DEFAULT_VEHTYPE;309.70;563.16
91.00;179.47;t_3;-264479892_0;11.22;0.00;12.98;DEFAULT_VEHTYPE;593.54;551.95
92.00;359.24;t_1;268593258_0;61.01;0.00;13.81;DEFAULT_VEHTYPE;592.91;870.83
92.00;269.46;t_2;264479906#1_0;145.19;0.00;19.49;DEFAULT_VEHTYPE;290.21;562.97
92.00;179.47;t_3;-264479892_0;25.00;0.00;13.78;DEFAULT_VEHTYPE;593.67;538.17
93.00;359.24;t_1;268593258_0;74.87;0.00;13.86;DEFAULT_VEHTYPE;592.73;884.69
93.00;269.46;t_2;264479906#1_0;160.19;0.00;14.99;DEFAULT_VEHTYPE;275.21;562.83
93.00;179.47;t_3;-264479892_0;38.21;0.00;13.21;DEFAULT_VEHTYPE;593.79;524.96
94.00;359.24;t_1;268593258_0;89.40;0.00;14.53;DEFAULT_VEHTYPE;592.53;899.22
94.00;269.39;t_2;264479906#1_0;170.68;0.00;10.49;DEFAULT_VEHTYPE;264.72;562.73
94.00;179.47;t_3;-264479892_0;51.94;0.00;13.73;DEFAULT_VEHTYPE;593.92;511.23
95.00;287.65;t_2;:cluster_206146391_206146658_355348355_0_0;4.86;0.00;5.99;DEFAULT_VEHTYPE;259.08;564.19
95.00;179.47;t_3;-264479892_0;64.94;0.00;13.00;DEFAULT_VEHTYPE;594.04;498.23
96.00;342.32;t_2;19831701_0;0.49;0.00;4.90;DEFAULT_VEHTYPE;257.66;568.75
96.00;179.47;t_3;-264479892_0;77.28;0.00;12.34;DEFAULT_VEHTYPE;594.15;485.89
97.00;359.40;t_2;19831701_0;7.14;0.00;6.65;DEFAULT_VEHTYPE;257.59;575.40
97.00;179.47;t_3;-264479892_0;85.44;0.00;8.15;DEFAULT_VEHTYPE;594.23;477.73
98.00;359.38;t_2;19831701_0;16.33;0.00;9.19;DEFAULT_VEHTYPE;257.49;584.59
98.00;148.41;t_3;:249177473_18_0;3.80;0.00;7.95;DEFAULT_VEHTYPE;597.20;470.70
99.00;359.38;t_2;19831701_0;27.73;0.00;11.40;DEFAULT_VEHTYPE;257.37;595.99
99.00;95.39;t_3;264521010_0;1.47;0.00;7.79;DEFAULT_VEHTYPE;604.63;468.96
100.00;359.38;t_2;19831701_0;41.03;0.00;13.30;DEFAULT_VEHTYPE;257.22;609.29
100.00;89.62;t_3;264521010_0;11.13;0.00;9.66;DEFAULT_VEHTYPE;614.29;469.02
101.00;359.38;t_2;19831701_0;56.04;0.00;15.01;DEFAULT_VEHTYPE;257.06;624.30
101.00;89.62;t_3;264521010_0;23.33;0.00;12.20;DEFAULT_VEHTYPE;626.49;469.10
102.00;359.38;t_2;19831701_0;73.40;0.00;17.36;DEFAULT_VEHTYPE;256.87;641.66
102.00;89.62;t_3;264521010_0;36.98;0.00;13.65;DEFAULT_VEHTYPE;640.14;469.19
103.00;359.38;t_2;:256985156_4_0;0.29;0.00;19.55;DEFAULT_VEHTYPE;256.66;661.21
103.00;89.62;t_3;264521010_0;50.85;0.00;13.87;DEFAULT_VEHTYPE;654.01;469.28
104.00;359.46;t_2;264617942_0;5.80;0.00;19.91;DEFAULT_VEHTYPE;256.46;681.12
104.00;89.62;t_3;264521010_0;61.86;0.00;11.01;DEFAULT_VEHTYPE;665.02;469.36
105.00;359.46;t_2;264617942_0;25.58;0.00;19.78;DEFAULT_VEHTYPE;256.27;700.90
105.00;89.62;t_3;264521010_0;68.38;0.00;6.51;DEFAULT_VEHTYPE;671.54;469.40
106.00;359.46;t_2;264617942_0;46.25;0.00;20.67;DEFAULT_VEHTYPE;256.07;721.57
106.00;89.44;t_3;:285649183_7_0;5.88;0.00;9.07;DEFAULT_VEHTYPE;680.60;469.48
107.00;359.46;t_2;264617942_0;65.95;0.00;19.69;DEFAULT_VEHTYPE;255.89;741.27
107.00;89.44;t_3;:285649183_7_0;13.24;0.00;7.35;DEFAULT_VEHTYPE;687.96;469.55
108.00;359.46;t_2;264617943_0;8.21;0.00;20.01;DEFAULT_VEHTYPE;255.70;761.28
108.00;89.34;t_3;44741268_0;7.21;0.00;8.39;DEFAULT_VEHTYPE;696.34;469.64
109.00;359.46;t_2;264617943_0;29.05;0.00;20.84;DEFAULT_VEHTYPE;255.51;782.12
109.00;89.34;t_3;44741268_0;15.43;0.00;8.23;DEFAULT_VEHTYPE;704.57;469.74
110.00;359.46;t_2;264617943_0;49.30;0.00;20.25;DEFAULT_VEHTYPE;255.31;802.37
110.00;89.34;t_3;44741268_0;23.18;0.00;7.75;DEFAULT_VEHTYPE;712.32;469.83
111.00;359.46;t_2;264617943_0;70.04;0.00;20.74;DEFAULT_VEHTYPE;255.12;823.11
111.00;89.34;t_3;44741268_0;30.63;0.00;7.45;DEFAULT_VEHTYPE;719.77;469.91
112.00;359.46;t_2;264617943_0;90.77;0.00;20.73;DEFAULT_VEHTYPE;254.92;843.84
112.00;89.34;t_3;44741268_0;37.98;0.00;7.34;DEFAULT_VEHTYPE;727.11;469.99
113.00;89.34;t_3;44741268_0;45.60;0.00;7.62;DEFAULT_VEHTYPE;734.73;470.08
114.00;89.34;t_3;44741268_0;53.15;0.00;7.55;DEFAULT_VEHTYPE;742.29;470.17
115.00;89.34;t_3;44741268_0;61.18;0.00;8.03;DEFAULT_VEHTYPE;750.32;470.26
116.00;89.34;t_3;44741268_0;69.36;0.00;8.17;DEFAULT_VEHTYPE;758.49;470.35
117.00;89.30;t_3;44741268_0;77.20;0.00;7.84;DEFAULT_VEHTYPE;766.33;470.45
118.00;106.35;t_3;:249177464_3_0;4.57;0.00;5.41;DEFAULT_VEHTYPE;771.43;469.08
119.00;172.42;t_3;-264501968_0;2.06;0.00;6.54;DEFAULT_VEHTYPE;772.89;462.87
120.00;179.33;t_3;-264501968_0;10.00;0.00;7.94;DEFAULT_VEHTYPE;772.99;454.93
121.00;179.33;t_3;-264501968_0;18.25;0.00;8.25;DEFAULT_VEHTYPE;773.08;446.68
122.00;179.33;t_3;-264501968_0;25.89;0.00;7.64;DEFAULT_VEHTYPE;773.17;439.04
123.00;179.33;t_3;-264501968_0;33.82;0.00;7.93;DEFAULT_VEHTYPE;773.27;431.12
124.00;179.33;t_3;-264501968_0;42.10;0.00;8.29;DEFAULT_VEHTYPE;773.36;422.83
125.00;179.33;t_3;-264501968_0;50.43;0.00;8.32;DEFAULT_VEHTYPE;773.46;414.51
126.00;179.33;t_3;-264501968_0;57.97;0.00;7.54;DEFAULT_VEHTYPE;773.55;406.96
127.00;179.33;t_3;-264501968_0;66.26;0.00;8.29;DEFAULT_VEHTYPE;773.65;398.68
128.00;179.33;t_3;-264501968_0;73.93;0.00;7.67;DEFAULT_VEHTYPE;773.74;391.00
129.00;179.33;t_3;-264501968_0;82.19;0.00;8.26;DEFAULT_VEHTYPE;773.83;382.75
130.00;179.33;t_3;-264501968_0;90.21;0.00;8.02;DEFAULT_VEHTYPE;773.93;374.73
131.00;179.33;t_3;-264501968_0;98.36;0.00;8.15;DEFAULT_VEHTYPE;774.02;366.58
132.00;179.33;t_3;-264501968_0;105.94;0.00;7.58;DEFAULT_VEHTYPE;774.11;359.00
133.00;179.33;t_3;-264501968_0;114.09;0.00;8.15;DEFAULT_VEHTYPE;774.21;350.84
134.00;179.33;t_3;-264501968_0;121.98;0.00;7.88;DEFAULT_VEHTYPE;774.30;342.96
135.00;179.32;t_3;-264501968_0;129.10;0.00;7.12;DEFAULT_VEHTYPE;774.38;335.84
136.00;179.32;t_3;-264501968_0;137.49;0.00;8.40;DEFAULT_VEHTYPE;774.48;327.45
137.00;179.32;t_3;-264501968_0;145.76;0.00;8.27;DEFAULT_VEHTYPE;774.58;319.18
138.00;179.32;t_3;-264501968_0;152.89;0.00;7.13;DEFAULT_VEHTYPE;774.67;312.05
139.00;179.32;t_3;-264501968_0;160.18;0.00;7.29;DEFAULT_VEHTYPE;774.75;304.76
140.00;179.32;t_3;-264501968_0;167.68;0.00;7.49;DEFAULT_VEHTYPE;774.84;297.26
141.00;179.32;t_3;-264501968_0;175.99;0.00;8.31;DEFAULT_VEHTYPE;774.94;288.95
142.00;179.32;t_3;-264501968_0;184.41;0.00;8.41;DEFAULT_VEHTYPE;775.04;280.54
143.00;179.32;t_3;-264501968_0;191.96;0.00;7.56;DEFAULT_VEHTYPE;775.13;272.98
144.00;179.32;t_3;-264501968_0;199.11;0.00;7.15;DEFAULT_VEHTYPE;775.21;265.83
145.00;179.32;t_3;-264501968_0;206.85;0.00;7.74;DEFAULT_VEHTYPE;775.31;258.10
146.00;179.32;t_3;-264501968_0;214.76;0.00;7.92;DEFAULT_VEHTYPE;775.40;250.18
147.00;179.32;t_3;-264501968_0;222.07;0.00;7.30;DEFAULT_VEHTYPE;775.49;242.88
148.00;179.32;t_3;-264501968_0;230.17;0.00;8.11;DEFAULT_VEHTYPE;775.58;234.78
149.00;179.32;t_3;-264501968_0;237.79;0.00;7.62;DEFAULT_VEHTYPE;775.67;227.16
150.00;179.32;t_3;-264501968_0;245.04;0.00;7.26;DEFAULT_VEHTYPE;775.76;219.90
151.00;179.32;t_3;-264501968_0;252.71;0.00;7.67;DEFAULT_VEHTYPE;775.85;212.24
152.00;179.32;t_3;-264501968_0;260.53;0.00;7.81;DEFAULT_VEHTYPE;775.94;204.42
153.00;179.32;t_3;-264501968_0;268.21;0.00;7.68;DEFAULT_VEHTYPE;776.03;196.74
154.00;179.32;t_3;-264501968_0;276.19;0.00;7.97;DEFAULT_VEHTYPE;776.13;188.76
155.00;179.32;t_3;-264501968_0;284.34;0.00;8.15;DEFAULT_VEHTYPE;776.22;180.61
156.00;179.32;t_3;-264501968_0;292.02;0.00;7.68;DEFAULT_VEHTYPE;776.31;172.93
157.00;179.32;t_3;-264501968_0;299.18;0.00;7.16;DEFAULT_VEHTYPE;776.40;165.77
158.00;179.32;t_3;-264501968_0;306.70;0.00;7.52;DEFAULT_VEHTYPE;776.49;158.25
159.00;179.32;t_3;-264501968_0;313.92;0.00;7.22;DEFAULT_VEHTYPE;776.57;151.03
160.00;179.32;t_3;-264501968_0;322.14;0.00;8.22;DEFAULT_VEHTYPE;776.67;142.82
161.00;179.32;t_3;-264501968_0;329.86;0.00;7.72;DEFAULT_VEHTYPE;776.76;135.09
162.00;179.32;t_3;-264501968_0;338.16;0.00;8.30;DEFAULT_VEHTYPE;776.86;126.79
163.00;179.32;t_3;-264501968_0;345.90;0.00;7.74;DEFAULT_VEHTYPE;776.95;119.06
164.00;179.32;t_3;-264501968_0;353.47;0.00;7.57;DEFAULT_VEHTYPE;777.04;111.49
165.00;179.32;t_3;-264501968_0;360.76;0.00;7.29;DEFAULT_VEHTYPE;777.13;104.20
166.00;179.32;t_3;-264501968_0;369.14;0.00;8.39;DEFAULT_VEHTYPE;777.23;95.81
167.00;179.32;t_3;-264501968_0;376.48;0.00;7.34;DEFAULT_VEHTYPE;777.32;88.47
168.00;179.32;t_3;-264501968_0;384.61;0.00;8.12;DEFAULT_VEHTYPE;777.41;80.35
169.00;179.30;t_3;-264501968_0;391.93;0.00;7.32;DEFAULT_VEHTYPE;777.50;73.03
170.00;;;;;;;;;
